1,5,448


2,0,470
2,32,470
2,64,470
2,96,470


5,128,534
5,160,534
5,192,534
5,224,534
5,256,534
5,288,534
5,320,534
5,352,534
5,384,534
5,416,534
5,448,534
5,480,534
5,512,534
5,544,534
5,576,534
5,608,534
5,640,534
5,672,534
5,704,534
5,736,534
5,768,534
5,800,534
5,832,534
5,864,534
5,896,534
5,928,534
5,960,534
5,992,534
5,1024,534
5,1056,534
5,1088,534
5,1120,534
5,1152,534
5,1184,534
5,1216,534
5,1248,534
5,1280,534
5,1312,534
5,1344,534
5,1376,534
5,1408,534
5,1440,534
5,1472,534
5,1504,534
5,1536,534
5,1568,534
5,1600,534
5,1632,534
5,1664,534
5,1696,534
5,1728,534
5,1760,534
5,1792,534
5,1824,534
5,1856,534
5,1888,534
5,1920,534
5,1952,534
5,1984,534
5,2016,534
5,2048,534
5,2080,534
5,2112,534
5,2144,534
5,2176,534
5,2208,534
5,2240,534
5,2272,534
5,2304,534
5,2336,534
5,2368,534
5,2400,534
5,2432,534
5,2464,534
5,2496,534
5,2528,534
5,2560,534
5,2592,534
5,2624,534
5,2656,534
5,2688,534
5,2720,534
5,2752,534
5,2784,534
5,2816,534
5,2848,534
5,2880,534
5,2912,534
5,2944,534
5,2976,534
5,3008,534
5,3040,534
5,3072,534
5,3104,534
5,3136,534
5,3168,534
5,3200,534
5,3232,534
5,3264,534
5,3296,534
5,3328,534
5,3360,534
5,3392,534
5,3424,534
5,3456,534
5,3488,534
5,3520,534
5,3552,534
5,3584,534
5,3616,534
5,3648,534


2,3680,470
2,3712,470
2,3744,470
2,3776,470
2,3808,470
2,3840,470
2,3872,470


3,192,374
3,192,342
3,224,374
3,256,374
3,288,374
3,320,374
3,320,342
18,232,342


3,384,246
3,416,246
3,448,246
3,480,246


3,576,246
3,672,246
3,768,246
3,864,246
3,960,246


11,392,214
11,424,214
11,456,214
11,488,214
11,584,214
11,680,214
11,776,214
11,872,214
11,968,214


3,1088,246
3,1120,246
3,1152,246
3,1312,246
3,1344,246
3,1376,246
3,1408,246
3,1440,246
3,1472,246
3,1504,246
3,1536,246
3,1568,246
3,1600,246
3,1632,246
3,1664,246
3,1696,246
3,1728,246
3,1760,246
3,1792,246
3,1824,246
3,1856,246
3,1888,246
3,1920,246
3,1952,246
3,1984,246
3,2016,246


7,1792,150
8,1792,118
3,1824,150
7,1856,150
10,1856,118


6,1360,182


3,1120,278
3,1152,278
3,1152,310
3,1184,310
3,1184,342
3,1216,342
3,1216,374
3,1248,374
3,1248,406
3,1280,406
3,1280,438
3,1312,438


3,1312,470
3,1344,470
3,1376,470
3,1408,470
3,1440,470
3,1472,470
3,1504,470
3,1536,470
3,1568,470
3,1600,470
3,1632,470
3,1664,470
3,1696,470
3,1728,470
3,1760,470
3,1792,470
3,1824,470


13,1760,284


3,1824,438
3,1856,438
3,1856,406
3,1888,406
3,1888,374
3,1920,374
3,1920,342
3,1952,342
3,1952,310
3,1984,310
3,1984,278
3,2016,278


3,1568,246
3,1568,214
3,1568,182
3,1568,150
3,1568,118
3,1568,86
3,1568,54
3,1568,22


3,1600,22
3,1632,22
3,1664,22
3,1696,22
3,1600,86
3,1632,86
3,1664,86
3,1696,86
3,1696,54


11,1312,406
11,1312,438
11,1344,406
11,1344,438
11,1376,406
11,1376,438
11,1408,406
11,1408,438
11,1440,406
11,1440,438
11,1472,406
11,1472,438
11,1504,406
11,1504,438
11,1536,406
11,1536,438
11,1568,406
11,1568,438
11,1600,406
11,1600,438
11,1632,406
11,1632,438
11,1664,406
11,1664,438
11,1696,406
11,1696,438
11,1728,406
11,1728,438
11,1760,406
11,1760,438
11,1792,406
11,1792,438
11,1824,406


3,2120,246
3,2152,246
3,2312,246
3,2344,246
3,2376,246
3,2408,246
3,2440,246
3,2472,246
3,2504,246
3,2536,246
3,2568,246
3,2600,246
3,2632,246
3,2664,246
3,2696,246
3,2728,246
3,2760,246
3,2792,246
3,2824,246
3,2856,246
3,2888,246
3,2920,246
3,2952,246
3,2984,246
3,3016,246
3,3016,1214


3,2120,278
3,2152,278
3,2152,310
3,2184,310
3,2184,342
3,2216,342
3,2216,374
3,2248,374
3,2248,406
3,2280,406
3,2280,438
3,2312,438
3,2312,470
3,2344,470
3,2376,470
3,2408,470
3,2440,470
3,2472,470
3,2504,470
3,2536,470
3,2568,470
3,2600,470
3,2632,470
3,2664,470
3,2696,470
3,2728,470
3,2760,470
3,2792,470
3,2824,470


3,2824,438
3,2856,438
3,2856,406
3,2888,406
3,2888,374
3,2920,374
3,2920,342
3,2952,342
3,2952,310
3,2984,310
3,2984,278
3,3016,278


3,2560,246
3,2560,214
3,2560,182
3,2560,150
3,2560,118
3,2560,86
3,2560,54
3,2560,22


3,2432,22
3,2464,22
3,2496,22
3,2528,22
3,2432,86
3,2464,86
3,2496,86
3,2528,86
3,2432,54


6,2340,182


3,2536,342
7,2568,342
12,2568,310
3,2600,342


3,3232,246
3,3264,246


3,3392,310
3,3424,310


3,3552,342
3,3584,342


11,2312,406
11,2312,438
11,2344,406
11,2344,438
11,2376,406
11,2376,438
11,2408,406
11,2408,438
11,2440,406
11,2440,438
11,2472,406
11,2472,438
11,2504,406
11,2504,438
11,2536,406
11,2536,438
11,2568,406
11,2568,438
11,2600,406
11,2600,438
11,2632,406
11,2632,438
11,2664,406
11,2664,438
11,2696,406
11,2696,438
11,2728,406
11,2728,438
11,2760,406
11,2760,438
11,2792,406
11,2792,438
11,2824,406


14,2600,422
14,2500,422


4,3800,370
