1,35,100


2,0,470
2,32,470
2,64,470
2,96,470
2,128,470
2,160,470
2,192,470
2,224,470
2,256,470
2,288,470
2,320,470
2,352,470
5,384,534
5,416,534
5,448,534
5,480,534
5,512,534
5,544,534
5,576,534
5,608,534
5,640,534
5,672,534
5,704,534
5,736,534
5,768,534
5,800,534
2,800,470
2,832,470
2,864,470
2,896,470
2,928,470
2,960,470
2,992,470
2,1024,470
2,1056,470
2,1088,470
2,1120,470
2,1152,470
2,1184,470
2,1216,470
2,1248,470
2,1280,470
2,1312,470
2,1344,470
2,1376,470
2,1408,470
2,1440,470
2,1472,470
2,1504,470
2,1536,470
2,1568,470
2,1600,470
2,1632,470
2,1664,470
2,1696,470
2,1728,470
2,1760,470
2,1792,470
2,1824,470



2,2112,470
2,2144,470
2,2176,470
2,2208,470
2,2240,470
2,2272,470
2,2304,470
2,2336,470
2,2368,470
2,2400,470
2,2432,470
2,2464,470
2,2496,470
2,2528,470
2,2560,470
2,2592,470
2,2624,470
2,2656,470
2,2688,470
2,2720,470
2,2752,470
2,2784,470
2,2816,470
2,2848,470
2,2880,470
2,2912,470
2,2944,470
2,2976,470
2,3008,470
2,3040,470
2,3072,470
2,3104,470
2,3136,470
2,3168,470
2,3200,470
2,3232,470
2,3264,470
2,3296,470
2,3328,470
2,3360,470
2,3392,470
2,3424,470
2,3456,470
2,3488,470
2,3520,470
2,3552,470
2,3584,470
2,3616,470
2,3648,470
2,3680,470
2,3712,470
2,3744,470
2,3776,470
2,3808,470
2,3840,470
2,3872,470
2,3904,470
2,3936,470
2,3968,470
2,4000,470
2,4032,470
2,4064,470
2,4096,470


3,384,342
3,416,342
3,448,342


3,512,246
3,544,278
3,576,278
3,608,278
3,640,246
18,576,246


11,544,214
11,576,246
11,610,214


3,705,342
3,737,342
3,769,342


6,1000,410
15,1016,400


14,1150,420


6,1300,410
15,1316,400


3,1500,342
7,1532,342
8,1532,310
3,1564,342
3,1596,342
7,1628,342
9,1628,310
3,1660,342


11,1500,310
11,1532,278
11,1564,246
11,1596,246
11,1628,278
11,1660,310


17,1700,438


2,1856,470
2,1888,470
3,1888,438
3,1920,406
3,1952,375


5,1856,534
5,1888,534
5,1920,534
5,1952,534
5,1984,534
5,2016,534
5,2048,534
5,2080,534
5,2112,534


11,2000,247
11,2000,311
11,2000,279


2,2112,470
3,2048,375
3,2080,406
3,2112,438


16,2300,438
18,2450,438


3,2268,342
3,2300,342
7,2332,342
12,2332,310
3,2364,342
3,2396,342


11,2450,342
11,2482,310
11,2514,342
11,2450,342
11,2482,310
11,2514,342
11,2546,310
11,2578,342
11,2610,310
11,2642,342


6,2654,410


11,2700,342
11,2732,310
11,2764,342
11,2796,310
11,2828,342
11,2860,310


16,2540,438


3,2963,342
3,2995,342
7,3027,342
8,3027,310
3,3059,342
3,3091,342


18,3200,438
17,3250,438
18,3300,438


6,3400,410
15,3416,400


4,3800,370
